rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,país
93,"Coldplay, BTS",My Universe,3,41,7792845,Global_2022_limpio.csv
94,Drake,Sticky,17,3,7744473,Global_2022_limpio.csv
95,Benson Boone,In The Stars,54,10,7657744,Global_2022_limpio.csv
96,The Weeknd,Call Out My Name,1,37,7573779,Global_2022_limpio.csv
97,"Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51",88,4,7556302,Global_2022_limpio.csv
98,Panic! At The Disco,House of Memories,64,11,7532954,Global_2022_limpio.csv
99,Paloma Faith,Only Love Can Hurt Like This,99,7,7433513,Global_2022_limpio.csv
100,"Bad Bunny, The Marías",Otro Atardecer,24,9,7407453,Global_2022_limpio.csv
101,Eminem,Without Me,31,41,7404503,Global_2022_limpio.csv
102,"Bad Bunny, Tainy",Callaita,7,62,7404370,Global_2022_limpio.csv
103,Danny Ocean,Fuera del mercado,22,16,7380383,Global_2022_limpio.csv
104,"Calvin Harris, Dua Lipa, Young Thug",Potion (with Dua Lipa & Young Thug),26,6,7367764,Global_2022_limpio.csv
105,Musical Youth,Pass The Dutchie,85,5,7363494,Global_2022_limpio.csv
106,The Walters,I Love You So,21,39,7342419,Global_2022_limpio.csv
107,Lasso,Ojos Marrones,107,1,7309422,Global_2022_limpio.csv
108,Imagine Dragons,Believer,16,283,7256817,Global_2022_limpio.csv
109,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,5,63,7251456,Global_2022_limpio.csv
110,"Jax Jones, MNEK",Where Did You Go? (feat. MNEK),107,12,7219465,Global_2022_limpio.csv
111,One Direction,Night Changes,111,6,7194509,Global_2022_limpio.csv
112,"Billie Eilish, Khalid",lovely (with Khalid),24,220,7159635,Global_2022_limpio.csv
113,The Police,Every Breath You Take,113,56,7129906,Global_2022_limpio.csv
114,Dove Cameron,Boyfriend,11,21,7078125,Global_2022_limpio.csv
115,Lewis Capaldi,Someone You Loved,4,183,6991358,Global_2022_limpio.csv
116,Coldplay,Yellow,58,81,6980734,Global_2022_limpio.csv
117,Mr.Kitty,After Dark,117,12,6917008,Global_2022_limpio.csv
118,Lady Gaga,Hold My Hand,110,6,6913847,Global_2022_limpio.csv
119,Doja Cat,Need to Know,6,56,6879950,Global_2022_limpio.csv
120,BTS,Dynamite,2,98,6873299,Global_2022_limpio.csv
121,Tears For Fears,Everybody Wants To Rule The World,121,5,6865055,Global_2022_limpio.csv
122,"Megan Thee Stallion, Dua Lipa",Sweetest Pie,17,17,6798966,Global_2022_limpio.csv
123,Harry Styles,Daylight,10,7,6792881,Global_2022_limpio.csv
124,Bad Bunny,Enséñame a Bailar,27,9,6755652,Global_2022_limpio.csv
125,Dua Lipa,Don't Start Now,2,140,6755647,Global_2022_limpio.csv
126,"The Weeknd, Daft Punk",Starboy,1,92,6745852,Global_2022_limpio.csv
127,Jaymes Young,Infinity,11,36,6720338,Global_2022_limpio.csv
128,Queen,Bohemian Rhapsody - Remastered 2011,11,197,6712994,Global_2022_limpio.csv
129,J. Cole,No Role Modelz,76,50,6685481,Global_2022_limpio.csv
130,"Maroon 5, Wiz Khalifa",Payphone,70,29,6684089,Global_2022_limpio.csv
131,Troye Sivan,Angel Baby,59,14,6669805,Global_2022_limpio.csv
132,Bad Bunny,Un Verano Sin Ti,20,9,6627822,Global_2022_limpio.csv
133,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),1,68,6621783,Global_2022_limpio.csv
134,Joji,SLOW DANCING IN THE DARK,75,39,6607457,Global_2022_limpio.csv
135,Lil Nas X,MONTERO (Call Me By Your Name),1,67,6603765,Global_2022_limpio.csv
136,Zion & Lennox,Yo Voy (feat. Daddy Yankee),59,20,6591167,Global_2022_limpio.csv
137,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,18,15,6495772,Global_2022_limpio.csv
138,Ryan Castro,Jordan,33,19,6467980,Global_2022_limpio.csv
139,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,194,6463526,Global_2022_limpio.csv
140,Taylor Swift,Blank Space,113,35,6438295,Global_2022_limpio.csv
141,The Killers,Mr. Brightside,98,102,6414079,Global_2022_limpio.csv
142,Måneskin,Beggin',1,57,6387953,Global_2022_limpio.csv
143,Eminem,The Real Slim Shady,51,57,6386552,Global_2022_limpio.csv
144,Post Malone,Circles,1,149,6385778,Global_2022_limpio.csv
145,Vance Joy,Riptide,122,79,6353431,Global_2022_limpio.csv
146,OneRepublic,Counting Stars,101,69,6328324,Global_2022_limpio.csv
147,Nirvana,Smells Like Teen Spirit,103,78,6304862,Global_2022_limpio.csv
148,"The Weeknd, Gesaffelstein",I Was Never There,17,5,6301839,Global_2022_limpio.csv
149,"Marshmello, Khalid",Numb,114,4,6301171,Global_2022_limpio.csv
150,"Tiësto, Charli XCX",Hot In It,150,1,6299914,Global_2022_limpio.csv
151,"Shae Gill, Ali Sethi",Pasoori,109,11,6286833,Global_2022_limpio.csv
152,Sia,Unstoppable,107,21,6284395,Global_2022_limpio.csv
153,"Bad Bunny, Jhayco",DÁKITI,1,88,6279806,Global_2022_limpio.csv
154,"MC Tairon, Mc Vitin Da Igrejinha, Dj Win",Baile no Morro,154,1,6267693,Global_2022_limpio.csv
155,Måneskin,SUPERMODEL,89,8,6240518,Global_2022_limpio.csv
156,"David Guetta, Becky Hill, Ella Henderson",Crazy What Love Can Do,156,9,6210317,Global_2022_limpio.csv
157,Manuel Turizo,La Bachata,157,1,6157278,Global_2022_limpio.csv
158,Ed Sheeran,Shape of You,1,284,6124948,Global_2022_limpio.csv
159,Rauw Alejandro,Todo De Ti,2,59,6118800,Global_2022_limpio.csv
160,"ACRAZE, Cherish",Do It To It,9,36,6114005,Global_2022_limpio.csv
161,"J Balvin, Bad Bunny",LA CANCIÓN,17,72,6103355,Global_2022_limpio.csv
162,Imagine Dragons,Sharks,111,2,6061507,Global_2022_limpio.csv
163,Kendrick Lamar,N95,3,8,6011014,Global_2022_limpio.csv
164,Bruno Mars,Locked out of Heaven,106,27,6008919,Global_2022_limpio.csv
165,Bad Bunny,A Tu Merced,52,28,6005581,Global_2022_limpio.csv
166,Tate McRae,she's all i wanna be,38,22,5978847,Global_2022_limpio.csv
167,The Weeknd,The Hills,52,45,5961588,Global_2022_limpio.csv
168,"Coolio, L.V.",Gangsta's Paradise,116,37,5947837,Global_2022_limpio.csv
169,Conan Gray,Heather,12,102,5922617,Global_2022_limpio.csv
170,Guns N' Roses,Sweet Child O' Mine,170,5,5913897,Global_2022_limpio.csv
171,The Neighbourhood,Softcore,35,26,5896950,Global_2022_limpio.csv
172,"Drake, Wizkid, Kyla",One Dance,12,135,5881063,Global_2022_limpio.csv
173,Eminem,Lose Yourself,44,81,5876809,Global_2022_limpio.csv
174,Olivia Rodrigo,happier,12,59,5865908,Global_2022_limpio.csv
175,Ed Sheeran,Perfect,4,277,5839345,Global_2022_limpio.csv
176,"L7NNON, DJ Biel do Furduncinho, Bianca",Ai Preto,176,1,5809238,Global_2022_limpio.csv
177,"Zé Felipe, MC Mari",Bandido,125,2,5802725,Global_2022_limpio.csv
178,"Sleepy Hallow, 347aidan",Die Young (feat. 347aidan),97,6,5802030,Global_2022_limpio.csv
179,Harry Styles,Satellite,14,7,5744279,Global_2022_limpio.csv
180,Shawn Mendes,There's Nothing Holdin' Me Back,5,68,5721457,Global_2022_limpio.csv
181,Steve Lacy,Dark Red,66,48,5703938,Global_2022_limpio.csv
182,Harry Styles,Little Freak,8,7,5696792,Global_2022_limpio.csv
183,The Goo Goo Dolls,Iris,124,10,5694094,Global_2022_limpio.csv
184,Avicii,Wake Me Up,13,82,5683662,Global_2022_limpio.csv
185,"Tiago PZK, Ozuna",Nos Comemos (feat. Ozuna),140,5,5682208,Global_2022_limpio.csv
186,The Kid LAROI,Thousand Miles,18,11,5648187,Global_2022_limpio.csv
187,Avicii,The Nights,44,69,5620587,Global_2022_limpio.csv
188,"zzoilo, Aitana",Mon Amour - Remix,34,41,5595848,Global_2022_limpio.csv
189,Bad Bunny,Agosto,30,9,5564170,Global_2022_limpio.csv
190,Bad Bunny,El Apagón,28,9,5562576,Global_2022_limpio.csv
191,XXXTENTACION,Revenge,63,27,5555784,Global_2022_limpio.csv
192,"Alejo, Feid, ROBI",Pantysito,55,16,5555756,Global_2022_limpio.csv
193,Sebastian Yatra,Tacones Rojos,45,32,5553916,Global_2022_limpio.csv
194,"Mora, Feid",LA INOCENTE,194,1,5551321,Global_2022_limpio.csv
195,"DJ Robin, Schürze",Layla,195,1,5551066,Global_2022_limpio.csv
196,Arctic Monkeys,Do I Wanna Know?,117,43,5528259,Global_2022_limpio.csv
197,BTS,Butter,2,59,5522489,Global_2022_limpio.csv
198,"Pharrell Williams, 21 Savage, Tyler, The Creator",Cash In Cash Out,53,4,5501245,Global_2022_limpio.csv
199,Harry Styles,Love Of My Life,15,7,5460214,Global_2022_limpio.csv
200,Tones And I,Dance Monkey,1,151,5441675,Global_2022_limpio.csv
