rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,país
95,"Ak4:20, Brray",MARIMBA GRINGA,42,11,356008,Chile_2022_limpio.csv
96,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),91,2,337237,Chile_2022_limpio.csv
97,C. Tangana,Demasiadas Mujeres,36,21,333214,Chile_2022_limpio.csv
98,"JOSEPE EL DEMENTE, Sayian Jimmy",Morena Cachetona,7,27,329621,Chile_2022_limpio.csv
99,"Bad Bunny, Jhayco",DÁKITI,1,88,326089,Chile_2022_limpio.csv
100,Bad Bunny,El Apagón,31,9,321721,Chile_2022_limpio.csv
101,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",Entre Nosotros (Remix) [con Nicki Nicole],8,27,315918,Chile_2022_limpio.csv
102,Morat,No Se Va,99,14,315573,Chile_2022_limpio.csv
103,"De La Ghetto, Rauw Alejandro",Loco Por Perrearte - Remix,86,5,315056,Chile_2022_limpio.csv
104,Paulo Londra,Nublado,104,1,312719,Chile_2022_limpio.csv
105,"Standly, Jon Z",Tarzan de la Selva,65,4,310245,Chile_2022_limpio.csv
106,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",106,1,309091,Chile_2022_limpio.csv
107,Plan B,Es un Secreto,107,18,307471,Chile_2022_limpio.csv
108,"Mora, Bad Bunny, Sech",Volando - Remix,3,52,306796,Chile_2022_limpio.csv
109,Rauw Alejandro,Todo De Ti,1,59,306500,Chile_2022_limpio.csv
110,"Aventura, Bad Bunny",Volví,1,49,304819,Chile_2022_limpio.csv
111,Nickoog Clk,Por Ella,111,1,304445,Chile_2022_limpio.csv
112,Paulo Londra,Luces,112,1,304352,Chile_2022_limpio.csv
113,Manuel Turizo,La Bachata,113,2,301846,Chile_2022_limpio.csv
114,"J Balvin, Bad Bunny",LA CANCIÓN,5,158,301775,Chile_2022_limpio.csv
115,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,46,14,294004,Chile_2022_limpio.csv
116,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),35,82,293915,Chile_2022_limpio.csv
117,Paulo Londra,Plan A,3,16,284753,Chile_2022_limpio.csv
118,"Harry Nach, Ovyze",LA DEL SAXO,118,1,284658,Chile_2022_limpio.csv
119,"El Jordan 23, Marcianeke, Pailita",Xipetiao,106,29,281259,Chile_2022_limpio.csv
120,Marcianeke,Ponte Pa Mí,76,7,273090,Chile_2022_limpio.csv
121,"El Jordan 23, Cris Mj",Ta' Soltera,69,30,272061,Chile_2022_limpio.csv
122,"Dímelo Flow, Sech, Dalex, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez",Se Le Ve,25,45,270135,Chile_2022_limpio.csv
123,"Morat, Duki",París,54,7,270116,Chile_2022_limpio.csv
124,TINI,La Triple T,93,9,266893,Chile_2022_limpio.csv
125,"Young Cister, Duki",DOLCE,32,19,266231,Chile_2022_limpio.csv
126,Maria Becerra,OJALÁ,96,5,265944,Chile_2022_limpio.csv
127,"zzoilo, Aitana",Mon Amour - Remix,17,41,265942,Chile_2022_limpio.csv
128,"Kail BRL, Standly, Benji La Maldita Escritura De Oro, Tobal Mj",Activo (feat. Tobal Mj),115,7,264986,Chile_2022_limpio.csv
129,"Gino Mella, Jairo Vera, Big Cvyu",PALOMA,97,8,264302,Chile_2022_limpio.csv
130,"Tiago PZK, LIT killah",Entre Nosotros,7,52,261814,Chile_2022_limpio.csv
131,Sech,Noche de Teteo,112,7,259082,Chile_2022_limpio.csv
132,"Blessd, Myke Towers, Ovy On The Drums",Tendencia Global,64,16,254414,Chile_2022_limpio.csv
133,"TINI, Maria Becerra",Miénteme,9,62,254270,Chile_2022_limpio.csv
134,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,1,111,251513,Chile_2022_limpio.csv
135,KAROL G,200 COPAS,77,53,251249,Chile_2022_limpio.csv
136,The Police,Every Breath You Take,100,133,245364,Chile_2022_limpio.csv
137,j-hope,MORE,137,1,245048,Chile_2022_limpio.csv
138,"Bad Bunny, Mora",Una Vez,17,123,244665,Chile_2022_limpio.csv
139,Kevin Kaarl,San Lucas,91,12,244292,Chile_2022_limpio.csv
140,"Sebastian Yatra, Myke Towers",Pareja Del Año,2,64,240980,Chile_2022_limpio.csv
141,"Bizarrap, Paulo Londra","Paulo Londra: Bzrp Music Sessions, Vol. 23",11,11,239211,Chile_2022_limpio.csv
142,"Nickoog Clk, Dainesitta",ESE CULITO,45,14,237966,Chile_2022_limpio.csv
143,"Ceaese, Utopiko, Polimá Westcoast, Young Cister",Te Quiero Ver (feat. Polimá Westcoast y Young Cister),33,125,237480,Chile_2022_limpio.csv
144,"Rauw Alejandro, Mr. Naisgai",2/Catorce,5,68,231436,Chile_2022_limpio.csv
145,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,2,162,231427,Chile_2022_limpio.csv
146,Anuel AA,¿Qué Nos Pasó?,79,6,231194,Chile_2022_limpio.csv
147,"Tiësto, KAROL G",Don't Be Shy,46,47,230527,Chile_2022_limpio.csv
148,Pablo Alborán,Saturno,49,100,228879,Chile_2022_limpio.csv
149,"KAROL G, Mariah Angeliq",EL MAKINON,5,67,228563,Chile_2022_limpio.csv
150,Bad Bunny,Si Estuviésemos Juntos,14,185,223457,Chile_2022_limpio.csv
151,"Pailita, Marcianeke",Dimelo Ma,2,61,222551,Chile_2022_limpio.csv
152,"Polimá Westcoast, Pablo Chill-E, Harry Nach, Galee Galee, ITHAN NY",MONEYMAN (feat. Galee Galee & ITHAN NY),9,31,220755,Chile_2022_limpio.csv
153,"Jhayco, Anuel AA",Ley Seca,1,44,220484,Chile_2022_limpio.csv
154,Farruko,Pepas,1,53,219967,Chile_2022_limpio.csv
155,Maluma,Sobrio,14,52,219921,Chile_2022_limpio.csv
156,"Ryan Castro, Feid",Monastery,97,26,219168,Chile_2022_limpio.csv
157,Paloma Faith,Only Love Can Hurt Like This,157,3,217883,Chile_2022_limpio.csv
158,Lizzo,About Damn Time,112,8,217805,Chile_2022_limpio.csv
159,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,28,138,216410,Chile_2022_limpio.csv
160,DEKKO,12x3,78,24,216293,Chile_2022_limpio.csv
161,"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),89,18,216222,Chile_2022_limpio.csv
162,Plan B,Por Que Te Demoras?,134,3,215958,Chile_2022_limpio.csv
163,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,1,108,214679,Chile_2022_limpio.csv
164,The Weeknd,Blinding Lights,13,132,213570,Chile_2022_limpio.csv
165,Harry Styles,Late Night Talking,52,7,213145,Chile_2022_limpio.csv
166,Ingratax,París,10,51,212405,Chile_2022_limpio.csv
167,Dua Lipa,Don't Start Now,24,140,212290,Chile_2022_limpio.csv
168,"Alvaro Diaz, Rauw Alejandro",Problemón,20,28,211797,Chile_2022_limpio.csv
169,Sebastian Yatra,Tacones Rojos,49,35,211427,Chile_2022_limpio.csv
170,Doja Cat,Woman,33,51,210724,Chile_2022_limpio.csv
171,KAROL G,BICHOTA,2,85,210623,Chile_2022_limpio.csv
172,Harry Styles,Watermelon Sugar,51,112,210618,Chile_2022_limpio.csv
173,Seafret,Atlantis,141,4,210333,Chile_2022_limpio.csv
174,Rauw Alejandro,Cúrame,23,50,208595,Chile_2022_limpio.csv
175,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,26,35,207640,Chile_2022_limpio.csv
176,Bad Bunny,Vete,2,135,207405,Chile_2022_limpio.csv
177,Santaferia,Algún Día Volverás,39,199,207131,Chile_2022_limpio.csv
178,King Savagge,Pantano,76,20,206326,Chile_2022_limpio.csv
179,KAROL G,SEJODIOTO,15,41,205827,Chile_2022_limpio.csv
180,"Tony Dize, Plan B",Solos (feat. Plan B),180,1,205499,Chile_2022_limpio.csv
181,"Maluma, Feid",Mojando Asientos (feat. Feid),102,14,204058,Chile_2022_limpio.csv
182,Arctic Monkeys,I Wanna Be Yours,172,4,203934,Chile_2022_limpio.csv
183,"Feid, KAROL G",FRIKI,84,30,201750,Chile_2022_limpio.csv
184,"J Balvin, Ryan Castro",Nivel De Perreo,184,1,200851,Chile_2022_limpio.csv
185,"Julianno Sosa, Standly",Vente Al Party,185,1,199874,Chile_2022_limpio.csv
186,"Julianno Sosa, Pablo Chill-E",Positivo,81,11,198615,Chile_2022_limpio.csv
187,Arctic Monkeys,505,159,6,197593,Chile_2022_limpio.csv
188,El Jordan 23,Bandolero,138,15,196659,Chile_2022_limpio.csv
189,"Anuel AA, Myke Towers, Jhayco",Súbelo,6,33,195494,Chile_2022_limpio.csv
190,"Gera MX, Christian Nodal",Botella Tras Botella,9,36,195466,Chile_2022_limpio.csv
191,"Polimá Westcoast, Pablo Chill-E, ARON",Cu4tro,4,44,194363,Chile_2022_limpio.csv
192,Bad Bunny,La Difícil,2,119,194107,Chile_2022_limpio.csv
193,"Duki, Mora",Amor Bipolar,104,2,193998,Chile_2022_limpio.csv
194,"Duki, KHEA",She Don't Give a Fo,56,58,193268,Chile_2022_limpio.csv
195,Coldplay,Yellow,116,13,193159,Chile_2022_limpio.csv
196,Natalia Lafourcade,Hasta la Raíz,69,33,192844,Chile_2022_limpio.csv
197,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),21,52,190606,Chile_2022_limpio.csv
198,"J Balvin, Maria Becerra",Qué Más Pues?,3,53,190573,Chile_2022_limpio.csv
199,Santaferia,EL Gil De Tu Ex,28,235,190290,Chile_2022_limpio.csv
200,Bad Bunny,TE MUDASTE,3,82,190103,Chile_2022_limpio.csv
1,"Bad Bunny, Chencho Corleone",Me Porto Bonito,1,9,1791142,Colombia_2022_limpio.csv
2,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,1,9,1393560,Colombia_2022_limpio.csv
3,Bad Bunny,Tití Me Preguntó,3,9,1342574,Colombia_2022_limpio.csv
4,Bad Bunny,Efecto,4,9,1285268,Colombia_2022_limpio.csv
5,Bad Bunny,Moscow Mule,2,9,1181446,Colombia_2022_limpio.csv
6,KAROL G,PROVENZA,1,11,1034990,Colombia_2022_limpio.csv
7,Feid,Ferxxo 100,7,5,1033044,Colombia_2022_limpio.csv
8,"Bad Bunny, Jhayco",Tarot,6,9,745832,Colombia_2022_limpio.csv
9,"Bad Bunny, Rauw Alejandro",Party,6,9,736749,Colombia_2022_limpio.csv
10,"Ryan Castro, Feid",Monastery,1,34,723086,Colombia_2022_limpio.csv
11,"Maluma, Feid",Mojando Asientos (feat. Feid),9,15,676347,Colombia_2022_limpio.csv
12,"Bad Bunny, Tony Dize",La Corriente,12,9,638501,Colombia_2022_limpio.csv
13,"Mora, Feid",LA INOCENTE,13,14,620998,Colombia_2022_limpio.csv
14,"Alejo, Feid, ROBI",Pantysito,1,16,599475,Colombia_2022_limpio.csv
15,"Shakira, Rauw Alejandro",Te Felicito,11,11,598876,Colombia_2022_limpio.csv
16,"Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto",ULTRA SOLO REMIX,14,3,580321,Colombia_2022_limpio.csv
17,Bad Bunny,Un Ratito,8,9,576177,Colombia_2022_limpio.csv
18,"Blessd, Myke Towers, Ovy On The Drums",Tendencia Global,3,16,574372,Colombia_2022_limpio.csv
19,Blessd,Instagram,2,13,555270,Colombia_2022_limpio.csv
20,"Becky G, KAROL G",MAMIII,1,21,544749,Colombia_2022_limpio.csv
21,"Bad Bunny, Buscabulla",Andrea,18,9,539296,Colombia_2022_limpio.csv
22,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,1,37,538518,Colombia_2022_limpio.csv
23,"Rauw Alejandro, Chencho Corleone",Desesperados,3,30,522945,Colombia_2022_limpio.csv
24,Cris Mj,Una Noche en Medellín,9,20,517227,Colombia_2022_limpio.csv
25,Bad Bunny,Después de la Playa,7,9,509609,Colombia_2022_limpio.csv
26,Feid,Castigo,18,8,496601,Colombia_2022_limpio.csv
27,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,40,492552,Colombia_2022_limpio.csv
28,Bad Bunny,Me Fui de Vacaciones,10,9,492084,Colombia_2022_limpio.csv
29,Bad Bunny,Un Coco,16,9,488382,Colombia_2022_limpio.csv
30,Bad Bunny,Aguacero,19,9,470150,Colombia_2022_limpio.csv
31,Bad Bunny,Neverita,16,9,464581,Colombia_2022_limpio.csv
32,Harry Styles,As It Was,12,14,450162,Colombia_2022_limpio.csv
33,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),33,7,441021,Colombia_2022_limpio.csv
34,Bad Bunny,Yo No Soy Celoso,11,9,439623,Colombia_2022_limpio.csv
35,Ryan Castro,Jordan,3,61,438157,Colombia_2022_limpio.csv
36,"Blessd, Ryan Castro",Quien TV Remix,6,23,436441,Colombia_2022_limpio.csv
37,Bad Bunny,Yonaguni,1,57,406625,Colombia_2022_limpio.csv
38,Bad Bunny,Dos Mil 16,13,9,401834,Colombia_2022_limpio.csv
39,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,10,15,394635,Colombia_2022_limpio.csv
40,Bad Bunny,A Tu Merced,18,123,386473,Colombia_2022_limpio.csv
41,Ryan Castro,Wasa Wasa,3,48,385101,Colombia_2022_limpio.csv
42,Feid,SI TÚ SUPIERAS - Bonus Track,1,46,367183,Colombia_2022_limpio.csv
43,DEKKO,12x3,10,27,365420,Colombia_2022_limpio.csv
44,Bad Bunny,Un Verano Sin Ti,14,9,364967,Colombia_2022_limpio.csv
45,"Bad Bunny, The Marías",Otro Atardecer,20,9,360638,Colombia_2022_limpio.csv
46,"J Balvin, Ryan Castro",Nivel De Perreo,46,1,353226,Colombia_2022_limpio.csv
47,"Maluma, Chencho Corleone",Nos Comemos Vivos,47,4,350112,Colombia_2022_limpio.csv
48,"Bad Bunny, Tainy",Callaita,1,162,339869,Colombia_2022_limpio.csv
49,Kate Bush,Running Up That Hill (A Deal With God),49,6,327693,Colombia_2022_limpio.csv
50,Grupo Niche,Algo Que Se Quede,30,44,321117,Colombia_2022_limpio.csv
51,Bad Bunny,Enséñame a Bailar,21,9,313233,Colombia_2022_limpio.csv
52,"J Balvin, Bad Bunny",LA CANCIÓN,2,158,309600,Colombia_2022_limpio.csv
53,Feid,AMOR DE MI VIDA,3,29,291683,Colombia_2022_limpio.csv
54,Feid,VACAXIONES,1,36,283009,Colombia_2022_limpio.csv
55,"Feid, KAROL G",FRIKI,9,30,281131,Colombia_2022_limpio.csv
56,Danny Ocean,Fuera del mercado,18,17,277388,Colombia_2022_limpio.csv
57,"Mora, Bad Bunny, Sech",Volando - Remix,5,52,276839,Colombia_2022_limpio.csv
58,Zion & Lennox,Yo Voy (feat. Daddy Yankee),34,19,276686,Colombia_2022_limpio.csv
59,Bad Bunny,Agosto,22,9,272265,Colombia_2022_limpio.csv
60,j-hope,MORE,60,1,269438,Colombia_2022_limpio.csv
61,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),52,2,269287,Colombia_2022_limpio.csv
62,Rauw Alejandro,Todo De Ti,1,59,265749,Colombia_2022_limpio.csv
63,"Mora, Sech",TUS LÁGRIMAS,22,14,265723,Colombia_2022_limpio.csv
64,Plan B,Es un Secreto,64,75,265447,Colombia_2022_limpio.csv
65,"Andy Rivera, Ñejo, Ryan Castro",Monumento - Remix,48,8,262218,Colombia_2022_limpio.csv
66,Joji,Glimpse of Us,45,4,259563,Colombia_2022_limpio.csv
67,KAROL G,200 COPAS,15,67,255166,Colombia_2022_limpio.csv
68,Calibre 50,Si Te Pudiera Mentir,56,28,254403,Colombia_2022_limpio.csv
69,Maluma,Sobrio,6,52,245320,Colombia_2022_limpio.csv
70,Morat,No Se Va,34,51,240531,Colombia_2022_limpio.csv
71,"Bad Bunny, Jhayco",DÁKITI,1,88,236663,Colombia_2022_limpio.csv
72,"Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51",52,4,236608,Colombia_2022_limpio.csv
73,"Jhonny Rivera, Sebastián Ayala, Andy Rivera",Mi Decisión - Remix,63,5,234938,Colombia_2022_limpio.csv
74,Bad Bunny,El Apagón,23,9,232459,Colombia_2022_limpio.csv
75,"Beéle, Myke Towers, Feid",Barranquilla Bajo Cero,49,6,227045,Colombia_2022_limpio.csv
76,Anitta,Envolver,15,18,222359,Colombia_2022_limpio.csv
77,Lasso,Ojos Marrones,77,2,216532,Colombia_2022_limpio.csv
78,Ryan Castro,Malory,19,41,215707,Colombia_2022_limpio.csv
79,Ryan Castro,Mujeriego,10,29,214397,Colombia_2022_limpio.csv
80,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,2,108,210363,Colombia_2022_limpio.csv
81,Tego Calderón,Pa' Que Retozen,60,83,208182,Colombia_2022_limpio.csv
82,"Gera MX, Christian Nodal",Botella Tras Botella,3,63,203998,Colombia_2022_limpio.csv
83,KAROL G,SEJODIOTO,15,42,194317,Colombia_2022_limpio.csv
84,"Aventura, Bad Bunny",Volví,3,49,191797,Colombia_2022_limpio.csv
85,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,21,43,191280,Colombia_2022_limpio.csv
86,"KAROL G, Mariah Angeliq",EL MAKINON,4,67,188654,Colombia_2022_limpio.csv
87,C. Tangana,Demasiadas Mujeres,23,21,188536,Colombia_2022_limpio.csv
88,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,3,164,185389,Colombia_2022_limpio.csv
89,"Bad Bunny, Daddy Yankee",La Santa,9,123,184025,Colombia_2022_limpio.csv
90,"zzoilo, Aitana",Mon Amour - Remix,10,42,181658,Colombia_2022_limpio.csv
91,"Ryan Castro, Blessd",Niña de Mis Sueños,8,24,181400,Colombia_2022_limpio.csv
92,Sebastian Yatra,Tacones Rojos,29,37,180962,Colombia_2022_limpio.csv
93,"J Balvin, Bad Bunny, Marciano Cantero",UN PESO,18,139,175639,Colombia_2022_limpio.csv
94,Manuel Turizo,La Bachata,94,5,175090,Colombia_2022_limpio.csv
95,Eden Muñoz,Chale,54,17,174832,Colombia_2022_limpio.csv
96,"Rauw Alejandro, Mr. Naisgai",2/Catorce,5,65,174248,Colombia_2022_limpio.csv
97,"Sebastian Yatra, Myke Towers",Pareja Del Año,3,64,174083,Colombia_2022_limpio.csv
98,"Dímelo Flow, Sech, Dalex, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez",Se Le Ve,18,32,174070,Colombia_2022_limpio.csv
99,"Morat, Duki",París,38,7,173585,Colombia_2022_limpio.csv
100,BTS,Yet To Come,44,4,170991,Colombia_2022_limpio.csv
101,Ñejo & Dalmata,Pasarela,54,87,166327,Colombia_2022_limpio.csv
102,Maluma,Hawái,1,101,166211,Colombia_2022_limpio.csv
103,"Andy Rivera, Ñejo",Monumento,18,39,165845,Colombia_2022_limpio.csv
104,Don Omar,Ojitos Chiquitos,104,56,165813,Colombia_2022_limpio.csv
105,KAROL G,BICHOTA,2,89,165302,Colombia_2022_limpio.csv
106,"Blessd, Rels B",Energía,77,2,165040,Colombia_2022_limpio.csv
107,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),30,69,164923,Colombia_2022_limpio.csv
108,"Tony Dize, Plan B",Solos (feat. Plan B),108,4,164786,Colombia_2022_limpio.csv
109,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,39,127,164366,Colombia_2022_limpio.csv
110,"Feid, Sky Rompiendo",CHIMBITA,5,82,164069,Colombia_2022_limpio.csv
111,"J Balvin, Maria Becerra",Qué Más Pues?,2,58,163326,Colombia_2022_limpio.csv
112,Christian Nodal,Ya No Somos Ni Seremos,51,20,161390,Colombia_2022_limpio.csv
113,"Polimá Westcoast, Pailita",ULTRA SOLO,50,11,160826,Colombia_2022_limpio.csv
114,"ChiChi Peralta, Jandy Feliz",Procura,57,150,160474,Colombia_2022_limpio.csv
115,"Don Omar, Plan B",Hooka,110,18,159183,Colombia_2022_limpio.csv
116,"Tiësto, KAROL G",Don't Be Shy,25,47,157840,Colombia_2022_limpio.csv
117,Bad Bunny,Si Estuviésemos Juntos,42,137,156840,Colombia_2022_limpio.csv
118,Kevin Kaarl,San Lucas,61,13,156603,Colombia_2022_limpio.csv
119,Morat,Cuando Nadie Ve,22,175,154315,Colombia_2022_limpio.csv
120,Don Omar,Dile,93,87,152494,Colombia_2022_limpio.csv
121,"Morat, Juanes",Besos En Guerra,29,238,152411,Colombia_2022_limpio.csv
122,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,19,113,151970,Colombia_2022_limpio.csv
123,Paulo Londra,Plan A,2,16,151464,Colombia_2022_limpio.csv
124,Dimension Latina,Llorarás,69,110,146990,Colombia_2022_limpio.csv
125,Feid,Nieve,17,18,146147,Colombia_2022_limpio.csv
126,Feid,TE MATA,10,46,145488,Colombia_2022_limpio.csv
127,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,3,54,144534,Colombia_2022_limpio.csv
128,Feid,TENGO FE,4,50,143508,Colombia_2022_limpio.csv
129,Bad Bunny,Si Veo a Tu Mamá,2,123,142572,Colombia_2022_limpio.csv
130,Frankie Ruiz,Deseándote,130,30,142474,Colombia_2022_limpio.csv
131,"Julianno Sosa, King Savagge",Cochinae,102,8,142384,Colombia_2022_limpio.csv
132,Adolescent's Orquesta,Virgen,71,43,140285,Colombia_2022_limpio.csv
133,Rauw Alejandro,Cúrame,18,50,139273,Colombia_2022_limpio.csv
134,"Bad Bunny, Mora",Una Vez,42,66,137797,Colombia_2022_limpio.csv
135,Danny Ocean,Me Rehúso,1,289,137047,Colombia_2022_limpio.csv
136,Metallica,Master Of Puppets,136,1,137012,Colombia_2022_limpio.csv
137,"Pipe Bueno, Jessi Uribe, Yeison Jimenez, Carin Leon, Alzate, Darío Gómez, Luis Alberto Posada, El Charrito Negro, Jhonny Rivera, Jhon Alex Castaño, Juan Pablo Navarrete",Guaro - Remix,34,42,136769,Colombia_2022_limpio.csv
138,Feid,NEA,37,31,136436,Colombia_2022_limpio.csv
139,Los Enanitos Verdes,Lamento Boliviano,114,171,136306,Colombia_2022_limpio.csv
140,Frankie Ruiz,Tú Con Él,140,14,135482,Colombia_2022_limpio.csv
141,The Weeknd,Blinding Lights,12,136,135210,Colombia_2022_limpio.csv
142,Natalia Lafourcade,Hasta la Raíz,56,34,134712,Colombia_2022_limpio.csv
143,Sech,Noche de Teteo,134,7,133926,Colombia_2022_limpio.csv
144,"The Noise, Zion & Lennox",Me Pones en Tensión,113,17,132883,Colombia_2022_limpio.csv
145,Ryan Castro,Q´Hubo Bebé,79,6,131517,Colombia_2022_limpio.csv
146,"J Balvin, Bad Bunny",QUE PRETENDES,4,154,131320,Colombia_2022_limpio.csv
147,Silvestre Dangond,Las Locuras Mías,15,89,130876,Colombia_2022_limpio.csv
148,Paulo Londra,Luces,148,1,130674,Colombia_2022_limpio.csv
149,Bad Bunny,Vete,4,137,130387,Colombia_2022_limpio.csv
150,Grupo Niche,Sin Sentimientos,126,35,129391,Colombia_2022_limpio.csv
151,Calibre 50,A La Antigüita,151,24,128953,Colombia_2022_limpio.csv
152,Christian Nodal,Aquí Abajo,47,95,128719,Colombia_2022_limpio.csv
153,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,2,84,128274,Colombia_2022_limpio.csv
154,Bruno Mars,Locked out of Heaven,90,47,127417,Colombia_2022_limpio.csv
155,"J Alvarez, Ñejo & Dalmata","Sexo, Sudor y Calor",115,47,126573,Colombia_2022_limpio.csv
156,Rels B,A Mí,84,122,126537,Colombia_2022_limpio.csv
157,"Chris Lebron, Sech, Jay Wheeler",Desde Mis Ojos - Remix,77,8,126287,Colombia_2022_limpio.csv
158,Bacilos,Caraluna,92,287,125095,Colombia_2022_limpio.csv
159,Bad Bunny,TE MUDASTE,4,84,124439,Colombia_2022_limpio.csv
160,Paulo Londra,Nublado,160,1,124300,Colombia_2022_limpio.csv
161,Farruko,Pepas,2,52,124070,Colombia_2022_limpio.csv
162,Ed Maverick,Fuentes de Ortiz,86,74,123534,Colombia_2022_limpio.csv
163,"Tiago PZK, Ozuna",Nos Comemos (feat. Ozuna),99,5,122579,Colombia_2022_limpio.csv
164,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,56,14,122142,Colombia_2022_limpio.csv
165,Bad Bunny,Otra Noche en Miami,61,45,121748,Colombia_2022_limpio.csv
166,"NATTI NATASHA, Daddy Yankee, Wisin & Yandel",Mayor Que Usted,166,2,121473,Colombia_2022_limpio.csv
167,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,36,35,121119,Colombia_2022_limpio.csv
168,Plan B,Por Que Te Demoras?,158,3,120639,Colombia_2022_limpio.csv
169,"Ryan Castro, Blessd",Lejanía,56,59,120067,Colombia_2022_limpio.csv
170,"Tony Dize, Yandel",Permitame (feat. Yandel),143,55,119727,Colombia_2022_limpio.csv
171,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",Poblado - Remix,4,55,119433,Colombia_2022_limpio.csv
172,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),16,52,116724,Colombia_2022_limpio.csv
173,Christian Nodal,De Los Besos Que Te Di,57,142,116720,Colombia_2022_limpio.csv
174,Joaquin Guiller,Usted No Me Olvida,56,55,116092,Colombia_2022_limpio.csv
175,"Yaga & Mackie, Arcangel, De La Ghetto",Aparentemente,151,17,115675,Colombia_2022_limpio.csv
176,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",176,1,114483,Colombia_2022_limpio.csv
177,Feid,JORDAN IV,12,35,114202,Colombia_2022_limpio.csv
178,Kevin Kaarl,Vámonos a Marte,103,59,113990,Colombia_2022_limpio.csv
179,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,21,54,112922,Colombia_2022_limpio.csv
180,"KAROL G, Nicki Minaj",Tusa,1,136,112867,Colombia_2022_limpio.csv
181,Blessd,Quien TV,9,36,111665,Colombia_2022_limpio.csv
182,Plan B,Candy,165,5,111569,Colombia_2022_limpio.csv
183,KAROL G,EL BARCO,21,63,111203,Colombia_2022_limpio.csv
184,The Weeknd,Save Your Tears,30,64,110948,Colombia_2022_limpio.csv
185,De La Ghetto,Sensacion Del Bloque,83,62,110570,Colombia_2022_limpio.csv
186,Kevin Kaarl,Colapso,107,15,109525,Colombia_2022_limpio.csv
187,Grupo Niche,Gotas De Lluvia,168,9,109065,Colombia_2022_limpio.csv
188,"Feid, ICON",PURRITO APA,9,51,109061,Colombia_2022_limpio.csv
189,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,70,146,108899,Colombia_2022_limpio.csv
190,Ingratax,París,13,47,108451,Colombia_2022_limpio.csv
191,"Dalmata, ELYSANIJ",Viajeros,169,5,107186,Colombia_2022_limpio.csv
192,Hombres G,Devuélveme a mi chica,149,86,107008,Colombia_2022_limpio.csv
193,BTS,Run BTS,54,4,106916,Colombia_2022_limpio.csv
194,The Police,Every Breath You Take,143,91,106873,Colombia_2022_limpio.csv
195,"Blessd, The Rudeboyz",Hace Tiempo,19,52,106384,Colombia_2022_limpio.csv
196,"Ozuna, J Balvin, Chencho Corleone",Una Locura,4,93,106042,Colombia_2022_limpio.csv
197,Paulo Londra,Tal Vez,5,168,105840,Colombia_2022_limpio.csv
198,Doja Cat,Woman,46,50,105343,Colombia_2022_limpio.csv
199,"Jhayco, Anuel AA",Ley Seca,16,44,105197,Colombia_2022_limpio.csv
