rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
172,"spotify:track:1NmQc6rwLv7g0UHL1AFOa9","Jhayco, Ozuna","Easy - Remix","N&E Entertainment LLC",13,157,33,"296360"
173,"spotify:track:3jbT1Y5MoPwEIpZndDDwVq","Tainy, Anuel AA, Ozuna","Adicto (with Anuel AA & Ozuna)","NEON16/Interscope Records",2,153,45,"295570"
174,"spotify:track:7kcSKOl5rR4zGxFNYhkeRX","David Bisbal, Juan Magán","Bésame","Universal Music Spain S.L.",24,166,52,"287997"
175,"spotify:track:69vlMrzHwATKzupwNcUPyK","Bad Bunny, Daddy Yankee","La Santa","Rimas Entertainment LLC",9,159,18,"286471"
176,"spotify:track:0G0p7mc4wEaQTsUpzEmkEs","Reik, Morat","La Bella y la Bestia","Sony Music México",165,190,3,"284108"
177,"spotify:track:3SDvcxPcU7BlV1dAne4dWM","Play-N-Skillz, Daddy Yankee, Zion & Lennox","Bésame","Sony Music Latin/Latium Records",177,-1,1,"282734"
178,"spotify:track:2b8fOow8UzyDFAE27YhOZM","Maroon 5","Memories","Interscope Records*",38,171,40,"281960"
179,"spotify:track:4bTZeO72FwMa6wKOiqoynL","Sech, Ozuna, Anuel AA, Darell, Nicky Jam","Otro Trago - Remix","Rich Music",2,167,49,"281851"
180,"spotify:track:4Clmg1g8n2yBYG13Z1oSdG","Dayvi, Victor Cardenas, Kelly Ruíz","Baila Conmigo (feat. Kelly Ruiz)","Sony Music México",12,174,51,"278987"
181,"spotify:track:471HeGJPKw07MObixON0Um","Pablo Alborán, Ava Max","Tabú","WM Spain",21,163,34,"278901"
